,from_roman,to_roman
22,V,♯VI
23,♯VI,VII
24,VII,VII
25,VII,V
26,V,VI
27,VI,V
28,V,VI
29,VI,V
30,V,VII
31,VII,V
32,V,VI
33,VI,V
34,V,VI
35,VI,V
36,V,VII
37,VII,V
38,V,VI
39,VI,V
40,V,VI
41,VI,V
42,V,VII
43,VII,V
44,V,VI
45,VI,V
46,V,VI
47,VI,V
48,V,IV
49,IV,VII
50,VII,IV
51,IV,♯V
52,♯V,♯V
53,♯V,♯I
54,♯I,♯V
0,i,VI
1,VI,III
2,III,i
3,i,VI
4,VI,III
5,III,i
6,i,VI
7,VI,III
8,III,i
9,i,VI
10,VI,III
11,III,VII
12,VII,i
13,i,VI
14,VI,VII
15,VII,i
16,i,VI
17,VI,i
18,i,VI
19,VI,III
20,III,i
21,i,VI
22,VI,III
23,III,i
24,i,VI
25,VI,III
26,III,i
27,i,VI
28,VI,III
29,III,i
30,i,i
31,i,VI
32,VI,III
33,III,VII
34,VII,i
35,i,VI
36,VI,VII
37,VII,i
38,i,VI
39,VI,i
40,i,VI
41,VI,III
42,III,i
43,i,VI
44,VI,III
45,III,i
46,i,VI
47,VI,III
48,III,i
49,i,VI
50,VI,III
51,III,i
52,i,VI
53,VI,III
54,III,iv11
55,iv11,i
56,i,VII
57,VII,iv11
58,iv11,iv11
59,iv11,i
60,i,VII
61,VII,iv11
62,iv11,iv11
63,iv11,i
64,i,VII
65,VII,iv11
66,iv11,VII
67,VII,i
68,i,VI
69,VI,III
70,III,i
71,i,VI
72,VI,III
73,III,i
74,i,VI
75,VI,III
76,III,i
77,i,VI
78,VI,III
79,III,i
80,i,VI
81,VI,III
82,III,i
83,i,VI
84,VI,III
85,III,i
86,i,VI
87,VI,III
88,III,i
89,i,VI
90,VI,III
91,III,i
92,i,VI
93,VI,III
0,i,IV
1,IV,VII
2,VII,III
3,III,VII6
4,VII6,i
5,i,IV
6,IV,VII
7,VII,III
8,III,VII6
9,VII6,i
10,i,IV
11,IV,v
12,v,III
13,III,VII
14,VII,IV6
15,IV6,v
16,v,III
17,III,VII
18,VII,IV6
19,IV6,v
20,v,III
21,III,VII
22,VII,IV6
23,IV6,v
24,v,III
25,III,VII
26,VII,IV6
27,IV6,v
28,v,III
29,III,i
30,i,IV
31,IV,VII
32,VII,III
33,III,VII6
34,VII6,i
35,i,IV
36,IV,VII
37,VII,III
38,III,VII6
39,VII6,i
40,i,IV
41,IV,v
42,v,III
43,III,VII
44,VII,IV6
45,IV6,v
46,v,III
47,III,VII
48,VII,IV6
49,IV6,v
50,v,III
51,III,VII
52,VII,IV6
53,IV6,v
54,v,III
55,III,VII
56,VII,IV6
57,IV6,v
58,v,III
59,III,ii
60,ii,VI
61,VI,ii
62,ii,VI
63,VI,i
64,i,IV
65,IV,i
66,i,IV
67,IV,VII
68,VII,III
69,III,VII6
70,VII6,i
71,i,IV
72,IV,VII
73,VII,III
74,III,VII6
75,VII6,i
76,i,IV
77,IV,v
78,v,III
79,III,VII
80,VII,IV6
81,IV6,v
82,v,III
83,III,VII
84,VII,IV6
85,IV6,v
86,v,III
87,III,VII
88,VII,IV6
89,IV6,v
90,v,III
91,III,VII
92,VII,IV6
93,IV6,v
94,v,III
95,III,VII
96,VII,IV6
97,IV6,v
98,v,III
99,III,VII
100,VII,IV6
101,IV6,v
102,v,III
103,III,VII
104,VII,IV6
105,IV6,v
106,v,III
107,III,VII
108,VII,IV6
109,IV6,v
110,v,III
0,i,VI
1,VI,III
2,III,VII
3,VII,i
4,i,VI
5,VI,III
6,III,VII
7,VII,i
8,i,VI
9,VI,III
10,III,VII
11,VII,i
12,i,VI
13,VI,III
14,III,VII
15,VII,i
16,i,VI
17,VI,III
18,III,VII
19,VII,i
20,i,VI
21,VI,III
22,III,VII
23,VII,i
24,i,VI
25,VI,III
26,III,VII
27,VII,i
28,i,VI
29,VI,III
30,III,VII
31,VII,i
32,i,VI
33,VI,III
34,III,VII
35,VII,i
36,i,VI
37,VI,III
38,III,VII
39,VII,i
40,i,VI
41,VI,III
42,III,VII
43,VII,i
44,i,VI
45,VI,III
46,III,VII
47,VII,i
48,i,VI
49,VI,III
50,III,VII
51,VII,i
52,i,VI
53,VI,III
54,III,VII
55,VII,i
56,i,VI
57,VI,III
58,III,VII
59,VII,i
60,i,VI
61,VI,III
62,III,VII
63,VII,i
64,i,VI
65,VI,III
66,III,VII
67,VII,i
68,i,VI
69,VI,III
70,III,VII
71,VII,i
72,i,VI
73,VI,III
74,III,VII
75,VII,i
76,i,VI
77,VI,III
0,I,vi
1,vi,iii
2,iii,ii7
3,ii7,V
4,V,V7
5,V7,I
6,I,vi
7,vi,iii
8,iii,ii7
9,ii7,iv
10,iv,I
11,I,V
12,V,V
13,V,V7
14,V7,IV
15,IV,I
16,I,V
17,V,V7
18,V7,IV
19,IV,I
20,I,I
21,I,vi
22,vi,iii
23,iii,ii7
24,ii7,V
25,V,V7
26,V7,I
27,I,vi
28,vi,iii
29,iii,ii7
30,ii7,V
31,V,V7
32,V7,I
33,I,V
34,V,V
35,V,V7
36,V7,IV
37,IV,I
38,I,V
39,V,V7
40,V7,IV
41,IV,I
42,I,I
43,I,vi
44,vi,iii
45,iii,ii7
46,ii7,iv
47,iv,I
48,I,vi
49,vi,iii
50,iii,ii7
51,ii7,V
52,V,V7
53,V7,I
54,I,V
55,V,V
56,V,V7
57,V7,IV
58,IV,I
59,I,V
60,V,V7
61,V7,IV
62,IV,I
63,I,I
64,I,I
0,i,VII
1,VII,VI
2,VI,III
3,III,III
4,III,i
5,i,VII
6,VII,i
7,i,VII
8,VII,i
9,i,VII
10,VII,i
11,i,VII
12,VII,i
13,i,VII
14,VII,VI
15,VI,VII
16,VII,i
17,i,VII
18,VII,VI
19,VI,VII
20,VII,i
21,i,VII
22,VII,VI
23,VI,VII
24,VII,i
25,i,VII
26,VII,VI
27,VI,VII
28,VII,i
29,i,III
30,III,VII
31,VII,VI
32,VI,i
33,i,III
34,III,VII
35,VII,VI
36,VI,i
37,i,VII
38,VII,VI
39,VI,VII
40,VII,i
41,i,VII
42,VII,VI
43,VI,VII
44,VII,i
45,i,VII
46,VII,VI
47,VI,VII
48,VII,i
49,i,VII
50,VII,VI
51,VI,VII
52,VII,i
53,i,III
54,III,VII
55,VII,VI
56,VI,i
57,i,III
58,III,VII
59,VII,VI
60,VI,i
61,i,VII
62,VII,VI
63,VI,VII
64,VII,i
65,i,VII
66,VII,VI
67,VI,VII
68,VII,i
69,i,III
70,III,VII
71,VII,VI
72,VI,i
73,i,III
74,III,VII
75,VII,VI
76,VI,i
77,i,III
78,III,VII
79,VII,VI
80,VI,i
81,i,III
82,III,VII
83,VII,VI
84,VI,i
85,i,VII
86,VII,i
87,i,VII
88,VII,i
89,i,VII
90,VII,i
91,i,VII
92,VII,i
93,i,VII
94,VII,i
0,i,V7
1,V7,VII
2,VII,IV
3,IV,VI
4,VI,III
5,III,iv
6,iv,V
7,V,i
8,i,V7
9,V7,VII
10,VII,IV
11,IV,VI
12,VI,III
13,III,iv
14,iv,V
15,V,VI
16,VI,III
17,III,V7
18,V7,i
19,i,VI
20,VI,III
21,III,iv
22,iv,V
23,V,i
24,i,V7
25,V7,VII
26,VII,IV
27,IV,VI
28,VI,III
29,III,iv
30,iv,V
31,V,i
32,i,V7
33,V7,VII
34,VII,IV
35,IV,VI
36,VI,III
37,III,iv
38,iv,V
39,V,VI
40,VI,III
41,III,V7
42,V7,i
43,i,VI
44,VI,III
45,III,iv
46,iv,V
47,V,i
48,i,V7
49,V7,VII
50,VII,IV
51,IV,VI
52,VI,III
53,III,iv
54,iv,V
55,V,i
56,i,V7
57,V7,VII
58,VII,IV
59,IV,VI
60,VI,III
61,III,iv
62,iv,V
0,I,V
1,V,IV
2,IV,I
3,I,V
4,V,IV
5,IV,I
6,I,V
7,V,IV
8,IV,I
9,I,V
10,V,IV
11,IV,V
12,V,II
13,II,IV
14,IV,I
15,I,V
16,V,II
17,II,ii
18,ii,IV
19,IV,I
20,I,V
21,V,IV
22,IV,I
23,I,V
24,V,IV
25,IV,I
26,I,V
27,V,IV
28,IV,V
29,V,II
30,II,IV
31,IV,I
32,I,V
33,V,II
34,II,ii
35,ii,IV
36,IV,I
37,I,V
38,V,IV
39,IV,I
40,I,V
41,V,♭VII
42,♭VII,IV
43,IV,V
44,V,II
45,II,IV
46,IV,I
47,I,V
48,V,II
49,II,IV
50,IV,I
51,I,V
52,V,II
53,II,ii
54,ii,IV
55,IV,I
56,I,V
57,V,IV
58,IV,I
59,I,V
60,V,IV
61,IV,I
62,I,V
63,V,♭VII
64,♭VII,IV
0,i,VII
1,VII,VI
2,VI,VII
3,VII,i
4,i,VII
5,VII,VI
6,VI,VII
7,VII,i
8,i,VII
9,VII,VI
10,VI,VII
11,VII,i
12,i,VII
13,VII,VI
14,VI,VII
15,VII,i
16,i,i
17,i,VII
18,VII,VI
19,VI,i
20,i,i
21,i,VII
22,VII,VI
23,VI,i
24,i,i
25,i,VII
26,VII,VI
27,VI,VII
28,VII,i
29,i,VII
30,VII,VI
31,VI,VII
32,VII,i
33,i,VII
34,VII,VI
35,VI,VII
36,VII,i
37,i,i
38,i,VII
39,VII,VI
40,VI,i
41,i,i
42,i,VII
43,VII,VI
44,VI,i
45,i,i
46,i,VII
47,VII,VI
48,VI,VII
49,VII,i
50,i,VII
51,VII,VI
52,VI,VII
53,VII,i
54,i,VII
55,VII,VI
56,VI,VII
57,VII,i
58,i,VII
59,VII,VI
60,VI,VII
61,VII,i
62,i,VII
63,VII,VI
64,VI,VII
65,VII,i
66,i,VII
67,VII,VI
68,VI,VII
69,VII,i
70,i,VII
71,VII,VI
72,VI,VII
73,VII,i
74,i,VII
75,VII,VI
76,VI,VII
77,VII,i
78,i,VII
79,VII,VI
80,VI,VII
0,i7,III
1,III,VII
2,VII,IV
3,IV,i7
4,i7,III
5,III,VII
6,VII,IV
7,IV,i7
8,i7,III
9,III,VII
10,VII,IV
11,IV,i7
12,i7,III
13,III,VII
14,VII,IV
15,IV,i7
16,i7,III
17,III,VII
18,VII,IV
19,IV,VI
20,VI,VII
21,VII,IV
22,IV,i7
23,i7,III
24,III,VII
25,VII,IV
26,IV,i7
27,i7,III
28,III,VII
29,VII,IV
30,IV,i7
31,i7,III
32,III,VII
33,VII,IV
34,IV,i7
35,i7,III
36,III,VII
37,VII,IV
38,IV,VI
39,VI,VII
40,VII,i
41,i,VI
42,VI,VII
43,VII,i
44,i,VI
45,VI,VII
46,VII,III
47,III,III
48,III,III
49,III,III
50,III,IV
51,IV,VI
52,VI,i7
53,i7,III
54,III,i7
55,i7,VI
56,VI,i7
57,i7,III
58,III,i7
59,i7,VI
60,VI,i7
61,i7,III
62,III,i7
63,i7,VI
64,VI,i7
65,i7,III
66,III,i43
67,i43,IV
68,IV,i7
69,i7,III
70,III,VII
71,VII,IV
72,IV,i7
73,i7,III
74,III,VII
75,VII,IV
76,IV,i7
77,i7,III
78,III,VII
79,VII,IV
80,IV,i7
81,i7,III
82,III,VII
83,VII,IV
84,IV,VI
85,VI,VII
86,VII,i
87,i,VI
88,VI,VII
89,VII,i
90,i,VI
91,VI,VII
92,VII,III
93,III,III
94,III,III
95,III,III
96,III,IV
97,IV,VI
98,VI,i7
99,i7,III
100,III,i7
101,i7,VI
102,VI,i7
103,i7,III
104,III,i7
105,i7,VI
106,VI,i7
107,i7,III
108,III,i7
109,i7,VI
110,VI,i7
111,i7,III
112,III,i7
113,i7,VI
114,VI,i7
115,i7,III
116,III,i7
117,i7,VI
118,VI,i7
119,i7,III
120,III,i7
121,i7,VI
122,VI,i7
123,i7,III
124,III,i7
125,i7,VI
126,VI,i7
127,i7,III
128,III,i7
129,i7,VI
130,VI,i7
131,i7,III
132,III,i7
133,i7,VI
134,VI,i7
135,i7,III
136,III,i7
137,i7,VI
138,VI,i7
139,i7,III
140,III,i7
141,i7,VI
142,VI,i7
143,i7,III
144,III,i7
145,i7,VI
146,VI,i7
147,i7,III
148,III,i7
149,i7,VI
150,VI,i7
151,i7,III
152,III,i7
0,III,III
1,III,♯i
2,♯i,VI
3,VI,III
4,III,♯V7
5,♯V7,♯i
6,♯i,VII
7,VII,VI
8,VI,III
9,III,♯V7
10,♯V7,♯i
11,♯i,VII
12,VII,VI
13,VI,VII
14,VII,III
15,III,III
16,III,♯i
17,♯i,VI
18,VI,III
19,III,♯V7
20,♯V7,♯i
21,♯i,VII
22,VII,VI
23,VI,III
24,III,♯V7
25,♯V7,♯i
26,♯i,VII
27,VII,VI
28,VI,VII
29,VII,VI
30,VI,III
31,III,VII
32,VII,♯i
33,♯i,VII
34,VII,VI
35,VI,III
36,III,♯V7
37,♯V7,♯i
38,♯i,VII
39,VII,VI
40,VI,III
41,III,♯V7
42,♯V7,♯i
43,♯i,VII
44,VII,VI
45,VI,VII
46,VII,III
47,III,III
48,III,♯i
49,♯i,VI
50,VI,III
51,III,♯V7
52,♯V7,♯i
53,♯i,VII
54,VII,VI
55,VI,VII
56,VII,III
57,III,III
58,III,♯i
59,♯i,VI
60,VI,III
61,III,♯V7
62,♯V7,♯i
63,♯i,VII
64,VII,VI
65,VI,III
66,III,♯V7
67,♯V7,♯i
68,♯i,VII
69,VII,VI
70,VI,VII
71,VII,VI
72,VI,III
73,III,VII
74,VII,♯i
75,♯i,VII
76,VII,VI
77,VI,III
78,III,♯V7
79,♯V7,♯i
80,♯i,VII
81,VII,VI
82,VI,III
83,III,♯V7
84,♯V7,♯i
85,♯i,VII
86,VII,VI
87,VI,VII
88,VII,VI
89,VI,VII
90,VII,III
91,III,III
92,III,♯i
93,♯i,VI
94,VI,III
95,III,♯V7
96,♯V7,♯i
97,♯i,VII
98,VII,VI
99,VI,VII
100,VII,VI
101,VI,III
102,III,VII
103,VII,♯i
104,♯i,VII
105,VII,VI
106,VI,III
107,III,♯V7
108,♯V7,♯i
109,♯i,VII
110,VII,VI
111,VI,III
112,III,♯V7
113,♯V7,♯i
114,♯i,VII
115,VII,VI
116,VI,VII
117,VII,VI
118,VI,VII
119,VII,VI
120,VI,VII
121,VII,VI
122,VI,VII
123,VII,III
124,III,III
125,III,♯i
126,♯i,VI
127,VI,VII
128,VII,III
0,I,V
1,V,vi
2,vi,IV
3,IV,I
4,I,V
5,V,vi
6,vi,IV
7,IV,I
8,I,V
9,V,vi
10,vi,vi
11,vi,IV
12,IV,I
13,I,V
14,V,vi
15,vi,vi
16,vi,IV
17,IV,I
18,I,V
19,V,vi
20,vi,IV
21,IV,I
22,I,V
23,V,vi
24,vi,IV
25,IV,I
26,I,V
27,V,vi
28,vi,IV
29,IV,I
30,I,V
31,V,vi
32,vi,IV
33,IV,I
34,I,V
35,V,vi
36,vi,IV
37,IV,I
38,I,V
39,V,vi
40,vi,IV
41,IV,I
42,I,V
43,V,vi
44,vi,IV
45,IV,I
46,I,V
47,V,vi
48,vi,IV
49,IV,I
50,I,V
51,V,vi
52,vi,IV
53,IV,I
54,I,V
55,V,vi
56,vi,I
57,I,V
58,V,vi
59,vi,IV
60,IV,I
61,I,V
62,V,vi
63,vi,IV
64,IV,I
0,ii42,V
1,V,I
2,I,ii42
3,ii42,V
4,V,I
5,I,V
6,V,IV
7,IV,I
8,I,V
9,V,IV
10,IV,I
11,I,vi
12,vi,IV
13,IV,I
14,I,ii
15,ii,IV
16,IV,vi
17,vi,IV
18,IV,I
19,I,IV
20,IV,I
21,I,ii
22,ii,IV
23,IV,I
24,I,I
25,I,V
26,V,IV
27,IV,I
28,I,V
29,V,IV
30,IV,I
31,I,vi
32,vi,V
33,V,IV
34,IV,I
35,I,ii
36,ii,IV
37,IV,vi
38,vi,IV
39,IV,I
40,I,IV
41,IV,I
42,I,ii
43,ii,IV
44,IV,I
45,I,I
46,I,V
47,V,IV
48,IV,I
49,I,V
50,V,IV
51,IV,I
52,I,vi
53,vi,V
54,V,IV
55,IV,I
56,I,ii
57,ii,IV
58,IV,vi
59,vi,V
60,V,I
61,I,V
62,V,ii
63,ii,I
64,I,V
65,V,IV
66,IV,I
67,I,vi
68,vi,IV
69,IV,I
70,I,ii
71,ii,IV
72,IV,vi
73,vi,IV
74,IV,I
75,I,IV
76,IV,I
77,I,ii
78,ii,IV
79,IV,I
80,I,IV
81,IV,I
82,I,IV
83,IV,I
84,I,IV
85,IV,I
86,I,I7
87,I7,IV
88,IV,I
89,I,I7
90,I7,IV
91,IV,vi
0,III,VII
1,VII,♯i
2,♯i,VI
3,VI,III
4,III,VII
5,VII,III
6,III,VII
7,VII,♯i
8,♯i,♯IV7
9,♯IV7,VII
10,VII,III
11,III,III7
12,III7,VI
13,VI,♯IV7
14,♯IV7,III
15,III,VII
16,VII,♯i
17,♯i,VI
18,VI,III
19,III,VII
20,VII,III
21,III,III
22,III,VII
23,VII,♯i
24,♯i,VI
25,VI,III
26,III,VII
27,VII,III
28,III,VII
29,VII,♯i
30,♯i,♯IV7
31,♯IV7,VII
32,VII,III
33,III,III7
34,III7,VI
35,VI,♯IV7
36,♯IV7,III
37,III,VII
38,VII,♯i
39,♯i,VI
40,VI,III
41,III,VII
42,VII,III
43,III,III
44,III,VII
45,VII,♯i
46,♯i,VI
47,VI,III
48,III,VII
49,VII,III
50,III,VII
51,VII,♯i
52,♯i,♯IV7
53,♯IV7,VII
54,VII,III
55,III,III7
56,III7,VI
57,VI,♯IV7
58,♯IV7,III
59,III,VII
60,VII,♯i
61,♯i,VI
62,VI,III
63,III,VII
64,VII,III
65,III,III
66,III,VII
67,VII,♯i
68,♯i,VI
69,VI,III
70,III,VII
71,VII,III
72,III,VII
73,VII,♯i
74,♯i,♯IV7
75,♯IV7,VII
76,VII,III
77,III,III7
78,III7,VI
79,VI,♯IV7
80,♯IV7,III
81,III,VII
82,VII,♯i
83,♯i,VI
84,VI,III
85,III,VII
86,VII,III
0,I,I
1,I,IV
2,IV,V
3,V,I
4,I,I
5,I,IV
6,IV,V
7,V,I
8,I,IV
9,IV,V
10,V,I
11,I,IV
12,IV,V
13,V,vi
14,vi,V
15,V,IV
16,IV,I
17,I,vi
18,vi,V
19,V,IV
20,IV,I
21,I,vi
22,vi,I
23,I,vi
24,vi,I
25,I,vi
26,vi,V
27,V,I
28,I,I
29,I,I
30,I,IV
31,IV,V
32,V,I
33,I,I
34,I,IV
35,IV,V
36,V,I
37,I,IV
38,IV,V
39,V,I
40,I,IV
41,IV,V
42,V,vi
43,vi,V
44,V,IV
45,IV,I
46,I,vi
47,vi,V
48,V,IV
49,IV,I
50,I,vi
51,vi,I
52,I,vi
53,vi,I
54,I,vi
55,vi,V
56,V,I
57,I,I
58,I,I
59,I,IV
60,IV,V
61,V,I
62,I,I
63,I,IV
64,IV,V
65,V,I
66,I,I
67,I,IV
68,IV,V
69,V,I
70,I,I
71,I,IV
72,IV,V
73,V,vi
74,vi,V
75,V,IV
76,IV,I
77,I,vi
78,vi,V
79,V,IV
80,IV,I
81,I,vi
82,vi,I
83,I,vi
84,vi,I
85,I,vi
86,vi,V
87,V,I
88,I,I
89,I,I
90,I,IV
91,IV,V
92,V,I
93,I,I
94,I,IV
95,IV,V
96,V,vi
97,vi,I
98,I,vi
99,vi,I
100,I,vi
101,vi,V
102,V,I
103,I,I
104,I,I
105,I,IV
106,IV,V
107,V,I
108,I,I
109,I,IV
110,IV,V
111,V,I
0,I,IV
1,IV,vi
2,vi,V
3,V,I
4,I,IV
5,IV,vi
6,vi,V
7,V,I
8,I,IV
9,IV,vi
10,vi,V
11,V,I
12,I,IV
13,IV,vi
14,vi,V
15,V,I
16,I,IV
17,IV,vi
18,vi,V
19,V,I
20,I,IV
21,IV,vi
22,vi,V
23,V,I
24,I,IV
25,IV,vi
26,vi,V
27,V,I
28,I,IV
29,IV,vi
30,vi,V
31,V,I
32,I,IV
33,IV,vi
34,vi,V
35,V,I
36,I,IV
37,IV,vi
38,vi,V
39,V,I
40,I,IV
41,IV,vi
42,vi,V
43,V,I
44,I,IV
45,IV,vi
46,vi,V
47,V,I
48,I,IV
49,IV,vi
50,vi,V
51,V,I
52,I,IV
53,IV,vi
54,vi,V
55,V,I
56,I,IV
57,IV,vi
58,vi,V
59,V,I
60,I,IV
61,IV,vi
62,vi,V
63,V,I
64,I,IV
65,IV,vi
66,vi,V
67,V,I
68,I,IV
69,IV,vi
70,vi,V
71,V,I
72,I,IV
73,IV,vi
74,vi,V
75,V,I
76,I,IV
77,IV,vi
78,vi,V
79,V,I
80,I,IV
81,IV,vi
82,vi,V
83,V,I
84,I,IV
85,IV,vi
86,vi,V
87,V,I
88,I,IV
89,IV,vi
90,vi,V
91,V,I
92,I,IV
93,IV,vi
94,vi,V
95,V,I
96,I,IV
97,IV,vi
98,vi,V
99,V,I
100,I,IV
101,IV,vi
102,vi,V
103,V,I
104,I,IV
105,IV,vi
106,vi,V
107,V,I
108,I,IV
109,IV,vi
110,vi,V
111,V,I
112,I,IV
113,IV,vi
114,vi,V
115,V,I
116,I,IV
117,IV,vi
118,vi,V
119,V,I
120,I,IV
121,IV,vi
122,vi,V
123,V,I
124,I,IV
125,IV,vi
126,vi,V
127,V,I
128,I,IV
129,IV,vi
130,vi,V
131,V,I
132,I,IV
133,IV,vi
134,vi,V
135,V,I
136,I,IV
137,IV,vi
138,vi,V
139,V,I
140,I,IV
141,IV,vi
142,vi,V
143,V,I
144,I,IV
145,IV,vi
146,vi,V
147,V,I
148,I,IV
149,IV,vi
150,vi,V
151,V,I
0,I,v
1,v,IVM7
2,IVM7,I
3,I,v
4,v,IVM7
5,IVM7,I
6,I,v
7,v,IVM7
8,IVM7,I
9,I,v
10,v,IVM7
11,IVM7,I
12,I,v
13,v,IVM7
14,IVM7,I
15,I,v
16,v,IVM7
17,IVM7,I
18,I,v
19,v,IVM7
20,IVM7,I
21,I,v
22,v,IVM7
23,IVM7,I
24,I,v
25,v,IVM7
26,IVM7,I
27,I,v
28,v,IVM7
29,IVM7,I
30,I,v
31,v,IVM7
32,IVM7,I
33,I,v
34,v,IVM7
35,IVM7,I
36,I,v
37,v,IVM7
38,IVM7,ii
39,ii,I
40,I,V
41,V,ii
42,ii,I
43,I,V
44,V,ii
45,ii,I
46,I,V
47,V,ii
48,ii,I
49,I,V
50,V,IV
51,IV,I
52,I,v
53,v,IVM7
54,IVM7,I
55,I,v
56,v,IVM7
57,IVM7,I
58,I,v
59,v,IVM7
60,IVM7,I
61,I,v
62,v,IVM7
63,IVM7,♭VII
64,♭VII,IV
65,IV,I
66,I,♭VII
67,♭VII,IV
68,IV,I
0,i,VI
1,VI,iv
2,iv,iv
3,iv,i
4,i,VI
5,VI,iv
6,iv,i
7,i,VI
8,VI,iv
9,iv,i
10,i,VI
11,VI,iv
12,iv,V
13,V,VI
14,VI,iv
15,iv,i
16,i,VI
17,VI,iv
18,iv,i
19,i,i
20,i,VI
21,VI,iv
22,iv,i
23,i,VI
24,VI,iv
25,iv,i
26,i,i
27,i,VI
28,VI,iv
29,iv,i
30,i,VI
31,VI,iv
32,iv,i
33,i,VI
34,VI,iv
35,iv,i
36,i,VI
37,VI,iv
38,iv,V
39,V,VI
40,VI,iv
41,iv,i
42,i,VI
43,VI,iv
44,iv,i
45,i,i
46,i,VI
47,VI,iv
48,iv,i
49,i,VI
50,VI,iv
51,iv,i
52,i,VI
53,VI,iv
54,iv,i
55,i,VI
56,VI,iv
57,iv,i
58,i,VI
59,VI,iv
60,iv,i
61,i,VI
62,VI,iv
63,iv,i
64,i,VI
65,VI,iv
66,iv,i
0,i,i
1,i,VII
2,VII,i
3,i,VII
4,VII,VI
5,VI,V
6,V,i
7,i,VII
8,VII,VI
9,VI,V
10,V,III
11,III,VII
12,VII,VI
13,VI,i
14,i,VI
15,VI,VII
16,VII,i
17,i,VII
18,VII,VI
19,VI,V
20,V,i
21,i,VII
22,VII,VI
23,VI,V
24,V,III
25,III,VII
26,VII,VI
27,VI,i
28,i,VI
29,VI,VII
30,VII,VI
31,VI,VII
32,VII,i
33,i,i
34,i,VII
35,VII,VI
36,VI,VII
37,VII,i
38,i,VII
39,VII,VI
40,VI,VII
41,VII,i
42,i,VII
43,VII,VI
44,VI,V
45,V,i
46,i,VII
47,VII,VI
48,VI,V
49,V,III
50,III,VII
51,VII,VI
52,VI,i
53,i,VI
54,VI,VII
55,VII,i
56,i,VII
57,VII,VI
58,VI,V
59,V,i
60,i,VII
61,VII,VI
62,VI,V
63,V,III
64,III,VII
65,VII,VI
66,VI,i
67,i,VI
68,VI,VII
69,VII,VI
70,VI,VII
71,VII,i
72,i,i
73,i,VII
74,VII,VI
75,VI,VII
76,VII,i
77,i,VII
78,VII,VI
79,VI,VII
80,VII,i
81,i,VII
82,VII,VI
83,VI,V
84,V,i
85,i,VII
86,VII,VI
87,VI,V
88,V,III
89,III,VII
90,VII,VI
91,VI,i
92,i,VI
93,VI,VII
94,VII,VI
95,VI,VII
96,VII,i
97,i,i
98,i,VII
99,VII,VI
100,VI,VII
101,VII,i
102,i,VII
103,VII,VI
104,VI,VII
105,VII,i
106,i,VII
107,VII,VI
108,VI,V
109,V,V
110,V,i
111,i,VII
112,VII,VI
113,VI,V
114,V,V
115,V,III
116,III,III
117,III,VII
118,VII,VII
119,VII,VI
120,VI,VI
121,VI,i
122,i,i
123,i,VI
124,VI,VII
125,VII,VII
126,VII,VI
127,VI,VII
128,VII,VII
129,VII,i
130,i,VII
131,VII,VI
132,VI,VII
133,VII,i
134,i,VII
135,VII,VI
136,VI,VII
137,VII,i
138,i,VII
139,VII,VI
140,VI,V
141,V,i
142,i,VII
143,VII,VI
144,VI,V
145,V,V7
146,V7,III
147,III,VII
148,VII,VI
149,VI,i
150,i,VI
151,VI,VII
152,VII,VI
153,VI,VII
154,VII,i
155,i,i
156,i,VII
157,VII,VI
158,VI,VII
159,VII,i
160,i,VII
161,VII,VI
162,VI,VII
163,VII,i
164,i,VII
165,VII,VI
166,VI,VII
0,I,V
1,V,♭VII
2,♭VII,I
3,I,V
4,V,♭VII
5,♭VII,I
6,I,IV
7,IV,I
8,I,IV
9,IV,I
10,I,IV
11,IV,I
12,I,V
13,V,I
14,I,IV
15,IV,I
16,I,IV
17,IV,I
18,I,IV
19,IV,I
20,I,IV
21,IV,I
22,I,IV
23,IV,I
24,I,IV
25,IV,I
26,I,IV
27,IV,I
28,I,IV
29,IV,I
30,I,IV
31,IV,I
32,I,♭VII
33,♭VII,I
34,I,V
35,V,♭VII
36,♭VII,I
37,I,V
38,V,♭VII
39,♭VII,I
40,I,IV
41,IV,I
42,I,IV
43,IV,I
44,I,IV
45,IV,I
46,I,V
47,V,I
48,I,IV
49,IV,I
50,I,IV
51,IV,I
52,I,IV
53,IV,I
54,I,IV
55,IV,I
56,I,IV
57,IV,I
58,I,IV
59,IV,I
60,I,IV
61,IV,I
62,I,IV
63,IV,I
64,I,IV
65,IV,I
66,I,♭VII
67,♭VII,I
68,I,IV
69,IV,I
70,I,IV
71,IV,I
72,I,IV
73,IV,I
74,I,IV
75,IV,I
76,I,IV
77,IV,I
78,I,IV
79,IV,I
80,I,IV
81,IV,I
82,I,IV
83,IV,I
84,I,IV
85,IV,I
86,I,♭VII
0,i,III
1,III,VII
2,VII,IV
3,IV,i
4,i,III
5,III,VII
6,VII,IV
7,IV,i
8,i,III
9,III,VII
10,VII,IV
11,IV,i
12,i,III
13,III,VII
14,VII,IV
15,IV,i
16,i,i
17,i,III
18,III,VII
19,VII,IV
20,IV,i
21,i,III
22,III,VII
23,VII,IV
24,IV,VI
25,VI,VII
26,VII,i
27,i,III
28,III,VII
29,VII,IV
30,IV,i
31,i,III
32,III,VII
33,VII,IV
34,IV,i
35,i,III
36,III,VII
37,VII,IV
38,IV,i
39,i,III
40,III,VII
41,VII,IV
42,IV,VI
43,VI,VII
44,VII,i
45,i,III
46,III,VII
