,from_roman,to_roman
78,♯vi,VII
79,VII,♯iv°7
80,♯iv°7,v7
81,v7,I43
82,I43,vii
83,vii,vii6
84,vii6,♯iii°7
85,♯iii°7,v°7
86,v°7,IV
87,IV,III6
88,III6,VI
89,VI,VII
90,VII,i7
91,i7,IV
92,IV,IV
93,IV,♯vi
94,♯vi,ii
95,ii,VII
96,VII,I7
97,I7,IV
98,IV,♯vi
99,♯vi,VII
100,VII,♯iv°7
101,♯iv°7,v7
102,v7,I43
103,I43,vii
104,vii,vii6
105,vii6,♯iii°7
106,♯iii°7,v°7
107,v°7,IV
108,IV,III6
109,III6,VI
110,VI,VII
111,VII,i7
0,II,VI
1,VI,vii
2,vii,II
3,II,VI
4,VI,II
5,II,♯iv
6,♯iv,vii
7,vii,V
8,V,II
9,II,VI
10,VI,V
11,V,VI
12,VI,vii
13,vii,V
14,V,II
15,II,VI
16,VI,II
17,II,II
18,II,♯iv
19,♯iv,vii
20,vii,V
21,V,II
22,II,VI
23,VI,V
24,V,VI
25,VI,vii
26,vii,V
27,V,II
28,II,VI
29,VI,II
30,II,♯iv
31,♯iv,♯I7
32,♯I7,♯iv
33,♯iv,♯I7
34,♯I7,♯iv
35,♯iv,♯I7
36,♯I7,♯iv
37,♯iv,VII7
38,VII7,iii
39,iii,VI
40,VI,II
41,II,♯iv
42,♯iv,vii
43,vii,V
44,V,II
45,II,VI
46,VI,V
47,V,VI
48,VI,vii
49,vii,V
50,V,II
51,II,VI
52,VI,II
53,II,♯iv
54,♯iv,♯I7
55,♯I7,♯iv
56,♯iv,♯I7
57,♯I7,♯iv
58,♯iv,♯I7
59,♯I7,♯iv
60,♯iv,VII7
61,VII7,iii
62,iii,VI
63,VI,II
64,II,♯iv
65,♯iv,vii
66,vii,V
67,V,II
68,II,VI
69,VI,V
70,V,VI
71,VI,vii
72,vii,V
73,V,II
74,II,VI
75,VI,II
76,II,V
77,V,VI
78,VI,vii
79,vii,V
80,V,II
81,II,VI
82,VI,II
83,II,II
84,II,III
85,III,♯iv
86,♯iv,♯v
87,♯v,vii
88,vii,♯i
89,♯i,V
90,V,VI
91,VI,VI
92,VI,VII
93,VII,♯I7
94,♯I7,♯II7
95,♯II7,VII7
96,VII7,♯I7
97,♯I7,iii
98,iii,♯iv
0,i,V
1,V,i
2,i,i
3,i,V
4,V,i
5,i,V
6,V,i
7,i,VII
8,VII,III
9,III,VII
10,VII,i
11,i,i
12,i,VII
13,VII,III
14,III,VII
15,VII,IV
16,IV,V
17,V,i
18,i,V
19,V,i
20,i,V
21,V,i
22,i,VII
23,VII,III
24,III,VII
25,VII,i
26,i,i
27,i,VII
28,VII,III
29,III,VII
30,VII,IV
31,IV,V
32,V,i
33,i,V
34,V,i
35,i,V
36,V,i
37,i,VII
38,VII,III
39,III,VII
40,VII,i
41,i,i
42,i,VII
43,VII,III
44,III,VII
45,VII,IV
46,IV,V
47,V,i
48,i,V
49,V,i
50,i,V
51,V,i
52,i,VII
53,VII,III
54,III,VII
55,VII,i
56,i,i
57,i,VII
58,VII,III
59,III,VII
60,VII,IV
61,IV,V
62,V,i
63,i,V
64,V,i
65,i,V
66,V,i
67,i,VII
68,VII,III
69,III,VII
70,VII,i
71,i,i
72,i,VII
73,VII,III
74,III,VII
75,VII,IV
76,IV,V
0,I,vi
1,vi,I
2,I,vi
3,vi,I
4,I,vi
5,vi,I
6,I,vi
7,vi,IV
8,IV,V
9,V,I
10,I,V
11,V,I
12,I,IV
13,IV,V
14,V,vi
15,vi,IV
16,IV,V
17,V,III7
18,III7,vi
19,vi,IV
20,IV,vi
21,vi,IV
22,IV,I
23,I,V
24,V,I
25,I,V
26,V,I
27,I,vi
28,vi,I
29,I,vi
30,vi,IV
31,IV,V
32,V,I
33,I,V
34,V,I
35,I,IV
36,IV,V
37,V,vi
38,vi,IV
39,IV,V
40,V,III7
41,III7,vi
42,vi,IV
43,IV,vi
44,vi,IV
45,IV,I
46,I,V
47,V,I
48,I,V
49,V,I
50,I,vi
51,vi,I
52,I,vi
53,vi,IV
54,IV,V
55,V,I
56,I,V
57,V,I
58,I,IV
59,IV,V
60,V,vi
61,vi,IV
62,IV,V
63,V,III7
64,III7,vi
65,vi,IV
66,IV,vi
67,vi,IV
68,IV,I
69,I,V
70,V,I
71,I,V
72,V,I
73,I,vi
74,vi,I
75,I,vi
76,vi,IV
77,IV,V
78,V,I
79,I,V
80,V,I
81,I,IV
82,IV,V
83,V,vi
84,vi,IV
85,IV,V
86,V,III7
87,III7,vi
88,vi,IV
89,IV,vi
90,vi,IV
91,IV,I
92,I,V
93,V,I
94,I,V
95,V,I
96,I,vi
97,vi,I
98,I,vi
99,vi,IV
100,IV,V
101,V,I
102,I,V
103,V,I
104,I,IV
105,IV,V
106,V,vi
107,vi,IV
108,IV,V
109,V,III7
110,III7,vi
111,vi,IV
112,IV,vi
113,vi,IV
114,IV,I
115,I,V
116,V,I
117,I,V
0,i,IV6
1,IV6,v
2,v,VII
3,VII,i
4,i,VI
5,VI,v
6,v,VII
7,VII,i
8,i,IV
9,IV,VII
10,VII,VII
11,VII,III
12,III,III
13,III,i
14,i,ii
15,ii,IV
16,IV,i
17,i,IV6
18,IV6,v
19,v,VII
20,VII,i
21,i,VI
22,VI,v
23,v,VII
24,VII,i
25,i,IV
26,IV,VII
27,VII,III
28,III,III
29,III,i
30,i,ii
31,ii,IV
32,IV,i
33,i,IV6
34,IV6,v
35,v,VII
36,VII,i
37,i,VI
38,VI,v
39,v,VII
40,VII,i
41,i,IV
42,IV,VII
43,VII,III
44,III,III
45,III,i
46,i,ii
47,ii,IV
48,IV,III
49,III,IV
50,IV,VII
51,VII,♯VI7
52,♯VI7,III
53,III,IV
54,IV,VII
55,VII,♯VI7
56,♯VI7,III
57,III,IV
58,IV,VII
59,VII,ii
60,ii,III
61,III,ii
62,ii,IV
63,IV,i
64,i,IV6
65,IV6,v
66,v,VII
67,VII,i
68,i,VI
69,VI,v
70,v,VII
71,VII,i
72,i,IV
73,IV,VII
74,VII,III
75,III,III
76,III,i
77,i,ii
78,ii,IV
79,IV,III
80,III,IV
81,IV,VII
82,VII,♯VI7
83,♯VI7,III
84,III,IV
85,IV,VII
86,VII,♯VI7
87,♯VI7,III
88,III,IV
89,IV,VII
90,VII,ii
91,ii,III
92,III,ii
93,ii,IV
94,IV,ii
95,ii,IV
96,IV,VII
97,VII,IV
98,IV,VII
99,VII,IV
100,IV,V
101,V,ii
102,ii,IV
103,IV,VII
104,VII,IV
105,IV,VII
106,VII,IV
107,IV,V
108,V,ii
109,ii,IV
110,IV,VII
111,VII,IV
112,IV,VII
113,VII,IV
114,IV,V
115,V,ii
116,ii,IV
117,IV,VII
118,VII,IV
119,IV,VII
120,VII,IV
121,IV,V
0,IVM7,iii
1,iii,IVM7
2,IVM7,iii
3,iii,IVM7
4,IVM7,iii
5,iii,IVM7
6,IVM7,iii
7,iii,I
8,I,iii
9,iii,I
10,I,iii
11,iii,vi
12,vi,vi
13,vi,II6
14,II6,I
15,I,iii
16,iii,I
17,I,iii
18,iii,vi
19,vi,vi
20,vi,II6
21,II6,I
22,I,III
23,III,IV
24,IV,iv
25,iv,I
26,I,IV
27,IV,iv
28,iv,I
29,I,IV
30,IV,I
31,I,III
32,III,IV
33,IV,iv
34,iv,I
35,I,IV
36,IV,iv
37,iv,I
38,I,IV
39,IV,IVM7
40,IVM7,iii
41,iii,IVM7
42,IVM7,iii
43,iii,♭VII
44,♭VII,vi
45,vi,V
46,V,IV
47,IV,I
48,I,IV
49,IV,V
50,V,VI
51,VI,VI
52,VI,I
53,I,IV
54,IV,V
55,V,VI
56,VI,VI
57,VI,IVM7
58,IVM7,iii
59,iii,VI
60,VI,I
61,I,II
62,II,III
63,III,I
64,I,III
65,III,IV
66,IV,iv
67,iv,I
68,I,IV
69,IV,iv
70,iv,I
71,I,IV
72,IV,V
73,V,III7
74,III7,vi
75,vi,I64
76,I64,II6
77,II6,I
78,I,V
79,V,IVM7
80,IVM7,iii
81,iii,IVM7
82,IVM7,iii
83,iii,♭VII
84,♭VII,vi
85,vi,V
86,V,IV
87,IV,I
88,I,IV
89,IV,V
90,V,VI
91,VI,VI
92,VI,I
93,I,IV
94,IV,V
95,V,VI
96,VI,VI
97,VI,IVM7
98,IVM7,iii
99,iii,VI
100,VI,I
101,I,II
102,II,III
0,i,i
1,i,i
2,i,i
3,i,III
4,III,IV
5,IV,i
6,i,III
7,III,IV
8,IV,i
9,i,III
10,III,IV
11,IV,i
12,i,III
13,III,IV
14,IV,i
15,i,i
16,i,i
17,i,i
18,i,i
19,i,III
20,III,IV
21,IV,i
22,i,III
23,III,IV
24,IV,i
25,i,III
26,III,IV
27,IV,i
28,i,III
29,III,IV
30,IV,i
31,i,i
32,i,III
33,III,IV
34,IV,III
35,III,i
36,i,i
37,i,VII
38,VII,♭VII
39,♭VII,VII
40,VII,i
41,i,VII
42,VII,♭VII
43,♭VII,VII
44,VII,i
45,i,i
46,i,i
47,i,i
48,i,III
49,III,IV
50,IV,i
51,i,III
52,III,IV
53,IV,i
54,i,III
55,III,IV
56,IV,i
57,i,III
58,III,IV
59,IV,i
60,i,i
61,i,III
62,III,IV
63,IV,III
64,III,i
65,i,i
66,i,VII
67,VII,♭VII
68,♭VII,VII
69,VII,i
70,i,VII
71,VII,♭VII
72,♭VII,VII
0,♭III,♭III
1,♭III,♭III
2,♭III,♭III
3,♭III,♭III9
4,♭III9,♭III
5,♭III,♭III
6,♭III,i
7,i,i
8,i,♭VI
9,♭VI,V
10,V,♭III
11,♭III,♭III
12,♭III,i
13,i,i
14,i,♭VI
15,♭VI,♭VI
16,♭VI,V
17,V,V
18,V,♭VI
19,♭VI,♭VII
20,♭VII,♭III
21,♭III,i
22,i,♭VI
23,♭VI,♭VII
24,♭VII,♭III
25,♭III,i
26,i,♭VI
27,♭VI,♭VII
28,♭VII,♭III
29,♭III,i
30,i,♭VI
31,♭VI,♭VI
32,♭VI,♭VI
33,♭VI,♭VII
34,♭VII,♭III
35,♭III,i
36,i,♭VI
37,♭VI,V
38,V,♭III
39,♭III,i
40,i,♭VI
41,♭VI,V
42,V,♭VI
43,♭VI,♭VII
44,♭VII,♭III
45,♭III,i
46,i,♭VI
47,♭VI,♭VII
48,♭VII,♭III
49,♭III,i
50,i,♭VI
51,♭VI,♭VII
52,♭VII,♭III
53,♭III,i
54,i,♭VI
55,♭VI,♭VII
56,♭VII,♭III
57,♭III,i
58,i,♭VI
59,♭VI,V
60,V,♭III
61,♭III,i
62,i,♭VI
63,♭VI,V
64,V,♭VI
65,♭VI,♭VII
66,♭VII,♭III
67,♭III,i
68,i,♭VI
69,♭VI,♭VII
70,♭VII,♭III
71,♭III,i
72,i,♭VI
73,♭VI,♭VII
74,♭VII,♭III
75,♭III,i
76,i,♭VI
77,♭VI,♭VII
0,i,VII
1,VII,VI
2,VI,V
3,V,i
4,i,VII
5,VII,VI
6,VI,V
7,V,i
8,i,VII
9,VII,VI
10,VI,V
11,V,i
12,i,VII
13,VII,VI
14,VI,V
15,V,i
16,i,VII
17,VII,VI
18,VI,V
19,V,V
20,V,VII
21,VII,V
22,V,VII
23,VII,i
24,i,i
25,i,VII
26,VII,VI
27,VI,V
28,V,i
29,i,VII
30,VII,VI
31,VI,V
32,V,i
33,i,VII
34,VII,VI
35,VI,V
36,V,i
37,i,VII
38,VII,VI
39,VI,V
40,V,i
41,i,VII
42,VII,VI
43,VI,V
44,V,V
45,V,VII
46,VII,V
47,V,VII
48,VII,i
49,i,i
50,i,VII
51,VII,VI
52,VI,V
53,V,i
54,i,VII
55,VII,VI
56,VI,V
57,V,i
58,i,VII
59,VII,VI
60,VI,V
61,V,i
62,i,VII
63,VII,VI
64,VI,V
65,V,i
66,i,VII
67,VII,VI
68,VI,V
69,V,V
70,V,VII
71,VII,V
72,V,VII
73,VII,i
0,I,iii
1,iii,vi
2,vi,ii
3,ii,V
4,V,I7
5,I7,IV
6,IV,VI7
7,VI7,V7
8,V7,ii7
9,ii7,♭VII
10,♭VII,I
11,I,iii
12,iii,vi
13,vi,ii
14,ii,V
15,V,I
16,I,I7
17,I7,IV
18,IV,ii7
19,ii7,VI7
20,VI7,ii
21,ii,I
22,I,V
23,V,ii
24,ii,ii
25,ii,I
26,I,V
27,V,ii
28,ii,I
29,I,ii7
30,ii7,V
31,V,vi42
32,vi42,V7
33,V7,I
34,I,iii
35,iii,vi
36,vi,ii
37,ii,V
38,V,I
39,I,iii
40,iii,vi
41,vi,ii
42,ii,V
43,V,I
44,I,I7
45,I7,IV
46,IV,ii7
47,ii7,VI7
48,VI7,ii
49,ii,VI7
50,VI7,ii
51,ii,ii7
52,ii7,I6
53,I6,IV
54,IV,♯iv°
55,♯iv°,V
56,V,I
57,I,ii
58,ii,iii
59,iii,vi
60,vi,ii7
61,ii7,V
62,V,I
63,I,ii
64,ii,iii
65,iii,vi
66,vi,ii7
67,ii7,VI7
68,VI7,ii
69,ii,I
70,I,V
71,V,ii
72,ii,ii7
73,ii7,ii
74,ii,I
75,I,V
76,V,ii
77,ii,V
78,V,♭III
79,♭III,I
80,I,iii
81,iii,vi
82,vi,ii
83,ii,V
84,V,I
85,I,iii
86,iii,vi
87,vi,ii
88,ii,I
89,I,ii7
90,ii7,V
91,V,vi42
92,vi42,V7
93,V7,I
94,I,I7
95,I7,IV
96,IV,ii7
97,ii7,VI7
98,VI7,ii
99,ii,VI7
100,VI7,ii
101,ii,ii7
102,ii7,I6
103,I6,IV
104,IV,♯iv°
105,♯iv°,V
106,V,I
107,I,I7
108,I7,IV
109,IV,ii7
110,ii7,VI7
111,VI7,ii
112,ii,VI7
113,VI7,ii
114,ii,ii7
115,ii7,I6
116,I6,IV
117,IV,♯iv°
118,♯iv°,V
119,V,I
120,I,ii
121,ii,iii
122,iii,vi
123,vi,ii7
124,ii7,V
125,V,I
126,I,ii
127,ii,iii
128,iii,vi
129,vi,ii7
130,ii7,VI7
131,VI7,ii
132,ii,I
133,I,V
134,V,ii
135,ii,ii7
136,ii7,ii
137,ii,I
138,I,V
139,V,ii
140,ii,V
141,V,♭III
0,VII,IV
1,IV,III
2,III,IV
3,IV,VII
4,VII,IV
5,IV,III
6,III,IV
7,IV,VII
8,VII,IV
9,IV,III
10,III,VII
11,VII,IV
12,IV,i
13,i,VII
14,VII,i
15,i,VII
16,VII,i
17,i,VII
18,VII,IV
19,IV,VII
20,VII,VII
21,VII,IV
22,IV,III
23,III,IV
24,IV,VII
25,VII,IV
26,IV,III
27,III,VII
28,VII,IV
29,IV,i
30,i,VII
31,VII,i
32,i,VII
33,VII,i
34,i,VII
35,VII,IV
36,IV,VII
37,VII,VI
38,VI,♭II
39,♭II,VI
40,VI,III
41,III,VII
42,VII,IV
43,IV,I
44,I,IV
45,IV,III
46,III,VII
47,VII,III
48,III,VII
49,VII,i
50,i,IV
51,IV,i
52,i,IV
53,IV,III
54,III,VII
55,VII,IV
56,IV,III
57,III,iii
58,iii,VII
59,VII,IV
60,IV,III
61,III,VII
0,vi,V
1,V,I
2,I,vi
3,vi,V
4,V,I
5,I,vi
6,vi,V
7,V,I
8,I,vi
9,vi,V
10,V,I
11,I,vi
12,vi,V
13,V,IV
14,IV,vi
15,vi,V
16,V,I
17,I,vi
18,vi,V
19,V,I
20,I,vi
21,vi,V
22,V,I
23,I,vi
24,vi,V
25,V,IV
26,IV,vi
27,vi,V
28,V,I
29,I,vi
30,vi,V
31,V,I
32,I,IV
33,IV,I
34,I,IV
35,IV,I
36,I,V
37,V,I
38,I,IV
39,IV,I
40,I,V
41,V,V
42,V,I
43,I,IV
44,IV,I
45,I,V
46,V,vi
47,vi,V
48,V,I
49,I,vi
50,vi,V
51,V,I
52,I,vi
53,vi,V
54,V,I
55,I,vi
56,vi,V
57,V,I
58,I,vi
59,vi,V
60,V,IV
61,IV,vi
62,vi,V
63,V,I
64,I,vi
65,vi,V
66,V,I
67,I,IV
68,IV,I
69,I,IV
70,IV,I
71,I,V
72,V,I
73,I,IV
74,IV,I
75,I,V
76,V,V
77,V,I
78,I,IV
79,IV,I
80,I,V
81,V,vi
82,vi,V
83,V,I
84,I,vi
85,vi,V
86,V,I
87,I,vi
88,vi,V
89,V,I
90,I,vi
91,vi,V
92,V,I
93,I,vi
94,vi,V
95,V,IV
96,IV,vi
97,vi,V
98,V,I
99,I,vi
100,vi,V
101,V,I
102,I,IV
103,IV,I
104,I,IV
105,IV,I
106,I,V
107,V,I
108,I,IV
109,IV,I
110,I,V
111,V,V
112,V,I
113,I,IV
114,IV,I
115,I,V
116,V,vi
117,vi,V
118,V,I
119,I,IV
120,IV,I
121,I,IV
122,IV,I
123,I,V
124,V,I
125,I,IV
126,IV,I
127,I,V
128,V,V
129,V,I
130,I,IV
131,IV,I
132,I,V
133,V,vi
134,vi,V
135,V,I
136,I,vi
137,vi,V
138,V,I
139,I,vi
140,vi,V
141,V,I
0,I,III
1,III,IV
2,IV,iv
3,iv,I
4,I,III
5,III,IV
6,IV,iv
7,iv,I
8,I,III
9,III,IV
10,IV,iv
11,iv,I
12,I,III
13,III,IV
14,IV,iv
15,iv,I
16,I,III
17,III,IV
18,IV,iv
19,iv,I
20,I,III
21,III,IV
22,IV,iv
23,iv,I
24,I,III
25,III,IV
26,IV,iv
27,iv,I
28,I,III
29,III,IV
30,IV,iv
31,iv,I
32,I,III
33,III,IV
34,IV,iv
35,iv,I
36,I,III
37,III,IV
38,IV,iv
39,iv,I
40,I,III
41,III,IV
42,IV,iv
43,iv,I
0,vi7,II7
1,II7,vi7
2,vi7,II7
3,II7,vi7
4,vi7,II7
5,II7,V7
6,V7,ii7
7,ii7,V7
8,V7,I
9,I,ii7
10,ii7,I
11,I,V7
12,V7,I
13,I,vi7
14,vi7,I7
15,I7,IV
16,IV,ii7
17,ii7,V7
18,V7,♯I
19,♯I,I
20,I,VII
21,VII,I
22,I,♯I
23,♯I,I
24,I,VII
25,VII,I
26,I,IV
27,IV,I6
28,I6,♯ii°
29,♯ii°,V43
30,V43,I
31,I,I
32,I,vi
33,vi,ii
34,ii,ii7
35,ii7,V7
36,V7,I
37,I,vi
38,vi,ii
39,ii,♯I+
40,♯I+,IV64
41,IV64,viiø7
42,viiø7,♭VIIM7
43,♭VIIM7,VI+
44,VI+,IV
45,IV,I6
46,I6,ii
47,ii,v
48,v,♯IV+
49,♯IV+,♭VII64
50,♭VII64,iiiø7
51,iiiø7,I7
52,I7,IV
53,IV,I6
54,I6,ii
55,ii,♭vii
56,♭vii,IV
57,IV,♭VII
58,♭VII,IV
59,IV,iv°
60,iv°,v7
61,v7,I
62,I,I
63,I,vi
64,vi,ii
65,ii,ii7
66,ii7,V7
67,V7,I
68,I,vi
69,vi,ii
70,ii,♯I+
71,♯I+,IV64
72,IV64,viiø7
73,viiø7,♭VIIM7
74,♭VIIM7,VI+
75,VI+,IV
76,IV,I6
77,I6,ii
78,ii,v
79,v,♯IV+
80,♯IV+,♭VII64
81,♭VII64,iiiø7
82,iiiø7,I7
83,I7,IV
84,IV,I6
85,I6,ii
86,ii,v
87,v,♯IV+
88,♯IV+,♭VII64
89,♭VII64,iiiø7
90,iiiø7,I7
91,I7,IV
92,IV,I6
93,I6,ii
94,ii,v
95,v,♯IV+
96,♯IV+,♭VII64
97,♭VII64,iiiø7
98,iiiø7,♭III
99,♭III,♭III
100,♭III,♭III
101,♭III,♭III
102,♭III,VII
103,VII,III
104,III,VII
105,VII,vii°
106,vii°,VII
107,VII,III
108,III,VII
109,VII,vii°
110,vii°,VII
111,VII,III
112,III,VII
113,VII,III
114,III,VII
115,VII,vii°
116,vii°,VII
117,VII,III
118,III,VII
119,VII,♭III64
120,♭III64,♭VII7
121,♭VII7,II64
122,II64,♯IV7
123,♯IV7,VII
124,VII,♯I
125,♯I,I
126,I,VII
127,VII,I
128,I,♯I
129,♯I,I
130,I,VII
131,VII,I
132,I,♭VII64
133,♭VII64,IV
134,IV,iv°
135,iv°,IV
136,IV,♭VII64
137,♭VII64,IV
138,IV,iv°
139,iv°,IV
140,IV,♭VII
141,♭VII,IV6
142,IV6,V7
143,V7,I
144,I,♭VII
145,♭VII,IV6
146,IV6,♯v°
147,♯v°,v7
148,v7,♯I
149,♯I,I
150,I,VII
151,VII,I
152,I,♯I
153,♯I,I
154,I,VII
155,VII,I
156,I,IV
157,IV,I
158,I,IV
159,IV,I
160,I,IV64
161,IV64,I7
162,I7,IV64
163,IV64,I
164,I,IV
165,IV,IV
166,IV,IV
167,IV,♯V7
168,♯V7,♯i
169,♯i,VII7
170,VII7,III
171,III,♭III7
172,♭III7,♭VI7
173,♭VI7,I7
174,I7,IV
175,IV,IV
176,IV,♭VII64
177,♭VII64,IV
178,IV,iii°
179,iii°,ii7
180,ii7,I7
181,I7,IV
182,IV,♭VII
183,♭VII,III7
184,III7,vi
185,vi,I7
186,I7,I7
187,I7,IV
188,IV,V
189,V,I
190,I,IV
191,IV,I
192,I,♭III
193,♭III,I
194,I,IV7
195,IV7,♭VII
196,♭VII,v
197,v,I
198,I,v
199,v,I
200,I,v
201,v,I
202,I,v
203,v,I
204,I,IV
205,IV,IV
206,IV,V
207,V,♭VI
208,♭VI,♭VII
209,♭VII,VII
210,VII,♯I7
211,♯I7,♭VII7
212,♭VII7,I7
213,I7,IV
214,IV,I6
215,I6,ii
216,ii,♯i°7
217,♯i°7,ii
218,ii,♯i°7
219,♯i°7,ii
220,ii,I7
221,I7,IV
222,IV,III
223,III,vi
224,vi,♭VII
225,♭VII,IV
226,IV,ii
227,ii,vi
228,vi,ii
229,ii,vi
230,vi,ii
231,ii,♭vii
232,♭vii,♭VII
233,♭VII,IV
234,IV,IV
235,IV,♭VII
236,♭VII,IV
237,IV,iv°
238,iv°,I6
239,I6,i6
240,i6,II7
241,II7,II7
242,II7,II7
243,II7,V
244,V,I
245,I,V
246,V,♭vii°
247,♭vii°,vi7
248,vi7,V
0,i,VI
1,VI,III
2,III,VII
3,VII,i
4,i,VI
5,VI,III
6,III,VII
7,VII,i
8,i,VI
9,VI,III
10,III,VII
11,VII,i
12,i,VI
13,VI,III
14,III,VII
15,VII,i
16,i,VI
17,VI,III
18,III,VII
19,VII,i
20,i,VI
21,VI,III
22,III,VII
23,VII,i
24,i,VI
25,VI,III
26,III,VII
27,VII,i
28,i,VI
29,VI,III
30,III,VII
31,VII,i
32,i,VI
33,VI,III
34,III,VII
35,VII,i
36,i,VI
37,VI,III
38,III,VII
39,VII,i
40,i,VI
41,VI,III
42,III,VII
43,VII,i
44,i,VI
45,VI,III
46,III,VII
47,VII,i
48,i,VI
49,VI,III
50,III,VII
51,VII,i
52,i,VI
53,VI,III
54,III,VII
55,VII,i
56,i,VI
57,VI,III
58,III,VII
59,VII,i
60,i,VI
61,VI,III
62,III,VII
63,VII,i
64,i,VI
65,VI,III
66,III,VII
67,VII,i
68,i,VI
69,VI,III
70,III,VII
71,VII,i
72,i,VI
73,VI,III
74,III,VII
75,VII,i
76,i,VI
77,VI,III
78,III,VII
79,VII,VI
80,VI,iv
81,iv,i
82,i,VI
83,VI,III
84,III,VII
85,VII,iv
86,iv,III
87,III,VII
88,VII,iv
89,iv,III
90,III,VII
91,VII,iv
92,iv,III
93,III,VII
94,VII,iv
95,iv,i
96,i,VI
97,VI,III
98,III,VII
99,VII,i
100,i,VI
101,VI,III
102,III,VII
103,VII,i
104,i,VI
105,VI,III
106,III,VII
107,VII,i
108,i,VI
109,VI,III
110,III,VII
111,VII,i
112,i,VI
113,VI,III
114,III,VII
115,VII,i
116,i,VI
117,VI,III
118,III,VII
119,VII,i
120,i,VI
121,VI,III
122,III,VII
123,VII,i
124,i,VI
125,VI,III
126,III,VII
127,VII,i
128,i,VI
129,VI,III
130,III,VII
131,VII,i
132,i,VI
133,VI,III
134,III,VII
135,VII,VI
136,VI,iv
137,iv,i
138,i,VI
139,VI,III
140,III,VII
141,VII,iv
142,iv,III
143,III,VII
144,VII,iv
145,iv,III
146,III,VII
147,VII,iv
148,iv,III
149,III,VII
150,VII,iv
151,iv,III
152,III,VII
153,VII,iv
154,iv,III
155,III,VII
156,VII,iv
157,iv,III
158,III,VII
159,VII,iv
160,iv,III
161,III,VII
162,VII,iv
163,iv,III
164,III,VII
165,VII,iv
166,iv,III
167,III,VII
168,VII,iv
0,III,VII
1,VII,♯i
2,♯i,VI
3,VI,III
4,III,VII
5,VII,♯i
6,♯i,VI
7,VI,III
8,III,VII
9,VII,♯i
10,♯i,VI
11,VI,VII
12,VII,III
13,III,VII
14,VII,♯i
15,♯i,VI
16,VI,III
17,III,VII
18,VII,♯i
19,♯i,VI
20,VI,VII
21,VII,VI
22,VI,VII
23,VII,III
24,III,VII
25,VII,VI
26,VI,VII
27,VII,III
28,III,VII
29,VII,VI
30,VI,VII
31,VII,III
32,III,VII
33,VII,VI
34,VI,VII
35,VII,III
36,III,VII
37,VII,♯i
38,♯i,VI
39,VI,III
40,III,VII
41,VII,♯i
42,♯i,VI
43,VI,III
44,III,VII
45,VII,♯i
46,♯i,VI
47,VI,VII
48,VII,III
49,III,VII
50,VII,♯i
51,♯i,VI
52,VI,III
53,III,VII
54,VII,♯i
55,♯i,VI
56,VI,VII
57,VII,VI
58,VI,VII
59,VII,III
60,III,VII
61,VII,VI
62,VI,VII
63,VII,III
64,III,VII
65,VII,VI
66,VI,VII
67,VII,III
68,III,VII
69,VII,VI
70,VI,VII
71,VII,III
72,III,III
73,III,VII
74,VII,♯i
75,♯i,VI
76,VI,III
77,III,VII
78,VII,♯i
79,♯i,VI
80,VI,VII
81,VII,VI
82,VI,VII
83,VII,III
84,III,VII
85,VII,VI
86,VI,VII
87,VII,III
88,III,VII
89,VII,VI
90,VI,VII
91,VII,III
92,III,VII
93,VII,VI
94,VI,VII
95,VII,VI
96,VI,VII
97,VII,III
98,III,VII
99,VII,VI
100,VI,VII
101,VII,III
102,III,VII
103,VII,♯i
104,♯i,VI
105,VI,VII
106,VII,III
107,III,VII
108,VII,♯i
109,♯i,VI
110,VI,VII
111,VII,III
0,I,ii
1,ii,IV
2,IV,I
3,I,I
4,I,ii
5,ii,IV
6,IV,I
7,I,I
8,I,ii
9,ii,IV
10,IV,I
11,I,I
12,I,ii
13,ii,IV
14,IV,I
15,I,I
16,I,ii
17,ii,IV
18,IV,I
19,I,I
20,I,ii
21,ii,IV
22,IV,I
23,I,I
24,I,ii
25,ii,IV
26,IV,I
27,I,I
28,I,ii
29,ii,IV
30,IV,I
31,I,I
32,I,ii
33,ii,IV
34,IV,I
35,I,I
36,I,ii
37,ii,IV
38,IV,I
39,I,I
40,I,ii
41,ii,IV
42,IV,I
43,I,I
44,I,ii
45,ii,IV
46,IV,I
47,I,I
48,I,ii
49,ii,IV
50,IV,I
51,I,I
52,I,ii
53,ii,IV
54,IV,I
55,I,I
56,I,ii
57,ii,IV
58,IV,I
59,I,I
60,I,ii
61,ii,IV
62,IV,I
63,I,I
64,I,ii
65,ii,IV
66,IV,I
67,I,I
68,I,ii
69,ii,IV
70,IV,I
71,I,I
72,I,ii
73,ii,IV
74,IV,I
0,IV,IV
1,IV,IV
2,IV,I
3,I,IV
4,IV,IV
5,IV,IV
6,IV,I7
7,I7,IV
8,IV,I7
9,I7,IV
10,IV,IV7
11,IV7,♭VII
12,♭VII,IV
13,IV,♭VII
14,♭VII,I7
15,I7,IV
16,IV,I7
17,I7,VI
18,VI,ii
19,ii,v
20,v,♭VII
21,♭VII,I7
22,I7,IV
23,IV,I7
24,I7,IV
25,IV,I7
26,I7,IV
27,IV,IV7
28,IV7,♭VII
29,♭VII,IV
30,IV,♭VII
31,♭VII,I7
32,I7,IV
33,IV,I7
34,I7,VI
35,VI,ii
36,ii,v
37,v,♭VII
38,♭VII,I7
39,I7,IV
40,IV,ii
41,ii,V
