,from_roman,to_roman
10,♭III,♭III
11,♭III,♭II
12,♭II,♭III
13,♭III,♭VI
14,♭VI,♭II
15,♭II,♭II
16,♭II,♭III
17,♭III,♭VI
18,♭VI,♭II
19,♭II,♭II
20,♭II,♭III
21,♭III,♭VI
22,♭VI,♭II
23,♭II,♭II
24,♭II,♭III
25,♭III,♭VI
26,♭VI,♭II
27,♭II,♭II
28,♭II,♭III
29,♭III,♭VI
30,♭VI,♭II
31,♭II,♭II
32,♭II,♭III
33,♭III,♭VI
34,♭VI,♭II
35,♭II,♭II
36,♭II,iv
37,iv,♭II
38,♭II,♭III
39,♭III,i
40,i,♭II
41,♭II,iv
42,iv,♭III
43,♭III,♭III
44,♭III,♭II
45,♭II,♭III
46,♭III,♭VI
47,♭VI,♭II
48,♭II,♭II
49,♭II,♭III
50,♭III,♭VI
51,♭VI,♭II
52,♭II,♭II
53,♭II,♭III
54,♭III,♭VI
55,♭VI,♭II
56,♭II,♭II
57,♭II,♭III
58,♭III,♭VI
59,♭VI,♭II
60,♭II,♭II
61,♭II,♭III
62,♭III,♭VI
63,♭VI,♭II
64,♭II,♭II
65,♭II,♭III
66,♭III,♭VI
67,♭VI,♭II
68,♭II,♭II
69,♭II,♭II
70,♭II,♭II
71,♭II,♭III
72,♭III,♭VI
73,♭VI,♭II
74,♭II,♭II
75,♭II,♭VI
76,♭VI,♭II
0,i,i
1,i,♯viø7
2,♯viø7,VIM7
3,VIM7,i
4,i,i
5,i,♯viø7
6,♯viø7,VIM7
7,VIM7,i
8,i,i
9,i,♯viø7
10,♯viø7,VIM7
11,VIM7,i
12,i,i
13,i,♯viø7
14,♯viø7,VIM7
15,VIM7,i
16,i,i
17,i,♯viø7
18,♯viø7,VIM7
19,VIM7,i
20,i,i
21,i,♯viø7
22,♯viø7,VIM7
23,VIM7,i
24,i,i
25,i,♯viø7
26,♯viø7,VIM7
27,VIM7,i
28,i,i
29,i,♯viø7
30,♯viø7,VIM7
31,VIM7,i
32,i,i
33,i,♯viø7
34,♯viø7,VIM7
35,VIM7,i
36,i,i
37,i,♯viø7
38,♯viø7,VIM7
39,VIM7,i
40,i,i
41,i,♯viø7
42,♯viø7,VIM7
43,VIM7,i
44,i,i
45,i,♯viø7
46,♯viø7,VIM7
47,VIM7,i
48,i,i
49,i,♯viø7
50,♯viø7,VIM7
51,VIM7,i
52,i,i
53,i,♯viø7
54,♯viø7,VIM7
55,VIM7,i
56,i,i
57,i,♯viø7
58,♯viø7,VIM7
59,VIM7,i
60,i,i
61,i,♯viø7
62,♯viø7,VIM7
63,VIM7,i
64,i,i42
65,i42,♯viø7
66,♯viø7,VIM7
67,VIM7,i
68,i,i
69,i,♯viø7
70,♯viø7,VIM7
71,VIM7,i
72,i,i
73,i,♯viø7
74,♯viø7,VIM7
75,VIM7,i
76,i,i
77,i,♯viø7
78,♯viø7,VIM7
79,VIM7,i
80,i,i
81,i,♯viø7
82,♯viø7,VIM7
83,VIM7,i
84,i,i
85,i,♯viø7
86,♯viø7,VIM7
87,VIM7,i
88,i,i
89,i,♯viø7
90,♯viø7,VIM7
91,VIM7,i
92,i,i
93,i,♯viø7
94,♯viø7,VIM7
95,VIM7,i
96,i,i
97,i,♯viø7
98,♯viø7,VIM7
99,VIM7,i
100,i,i
101,i,♯viø7
102,♯viø7,VIM7
103,VIM7,i
104,i,i
105,i,♯viø7
106,♯viø7,i
107,i,i
108,i,♯viø7
109,♯viø7,VIM7
110,VIM7,i
111,i,i
112,i,♯viø7
113,♯viø7,VIM7
114,VIM7,i
115,i,i
116,i,♯viø7
117,♯viø7,VIM7
118,VIM7,i
119,i,i
120,i,♯viø7
121,♯viø7,VIM7
122,VIM7,i
123,i,i
124,i,♯viø7
125,♯viø7,VIM7
126,VIM7,i
127,i,i
128,i,♯viø7
129,♯viø7,VIM7
130,VIM7,i
0,IV,I
1,I,vi
2,vi,V
3,V,IV
4,IV,I
5,I,vi
6,vi,iii
7,iii,IV
8,IV,I
9,I,vi
10,vi,V
11,V,IV
12,IV,I
13,I,vi
14,vi,iii
15,iii,IV
16,IV,I
17,I,vi
18,vi,V
19,V,IV
20,IV,I
21,I,vi
22,vi,iii
23,iii,IV
24,IV,I
25,I,vi
26,vi,V
27,V,IV
28,IV,I
29,I,vi
30,vi,iii
31,iii,IV
32,IV,I
33,I,vi
34,vi,V
35,V,IV
36,IV,I
37,I,vi
38,vi,iii
39,iii,I
40,I,III
41,III,vi
42,vi,iv
43,iv,I
44,I,III
45,III,vi
46,vi,iv
47,iv,IV
48,IV,I
49,I,vi
50,vi,V
51,V,IV
52,IV,I
53,I,vi
54,vi,iii
55,iii,IV
56,IV,I
57,I,vi
58,vi,V
59,V,IV
60,IV,I
61,I,vi
62,vi,iii
63,iii,IV
64,IV,I
65,I,vi
66,vi,V
67,V,IV
68,IV,I
69,I,vi
70,vi,iii
71,iii,IV
72,IV,I
73,I,vi
74,vi,V
75,V,IV
76,IV,I
77,I,vi
78,vi,I
79,I,III
80,III,vi
81,vi,iv
82,iv,I
83,I,III
84,III,vi
85,vi,iv
86,iv,I
87,I,III
88,III,vi
89,vi,iv
90,iv,I
91,I,III
92,III,vi
93,vi,iv
94,iv,IV
95,IV,I
96,I,vi
97,vi,V
98,V,IV
99,IV,I
100,I,vi
101,vi,iii
102,iii,IV
103,IV,I
104,I,vi
105,vi,V
106,V,IV
107,IV,I
108,I,vi
109,vi,iii
110,iii,IV
111,IV,I
112,I,vi
113,vi,V
114,V,IV
115,IV,I
116,I,vi
117,vi,iii
118,iii,IV
119,IV,I
120,I,vi
121,vi,V
122,V,IV
123,IV,I
124,I,vi
125,vi,iii
0,ii,VII
1,VII,IV
2,IV,I
3,I,ii
4,ii,VII
5,VII,IV
6,IV,I
7,I,ii
8,ii,VII
9,VII,IV
10,IV,I
11,I,ii
12,ii,VII
13,VII,IV
14,IV,I
15,I,ii
16,ii,VII
17,VII,IV
18,IV,I
19,I,ii
20,ii,VII
21,VII,IV
22,IV,I
23,I,ii
24,ii,VII
25,VII,IV
26,IV,I
27,I,ii
28,ii,VII
29,VII,IV
30,IV,I
31,I,ii
32,ii,VII
33,VII,IV
34,IV,I
35,I,ii
36,ii,VII
37,VII,IV
38,IV,I
39,I,ii
40,ii,VII
41,VII,IV
42,IV,I
43,I,ii
44,ii,VII
45,VII,IV
46,IV,I
47,I,ii
48,ii,VII
49,VII,IV
50,IV,I
51,I,ii
52,ii,VII
53,VII,IV
54,IV,I
55,I,ii
56,ii,VII
57,VII,IV
58,IV,I
59,I,ii
60,ii,VII
61,VII,IV
62,IV,I
63,I,ii
64,ii,VII
65,VII,IV
66,IV,I
67,I,ii
68,ii,VII
69,VII,IV
70,IV,I
71,I,ii
72,ii,VII
73,VII,IV
74,IV,I
75,I,ii
76,ii,VII
77,VII,IV
78,IV,I
79,I,ii
80,ii,VII
81,VII,IV
82,IV,I
83,I,ii
84,ii,VII
85,VII,IV
86,IV,I
87,I,ii
88,ii,VII
89,VII,IV
90,IV,I
91,I,ii
92,ii,VII
93,VII,IV
94,IV,I
95,I,ii
96,ii,VII
97,VII,IV
98,IV,I
99,I,ii
100,ii,VII
101,VII,IV
102,IV,I
103,I,ii
104,ii,VII
105,VII,IV
106,IV,I
107,I,ii
108,ii,VII
109,VII,IV
110,IV,I
111,I,ii
112,ii,VII
113,VII,IV
114,IV,I
115,I,ii
116,ii,VII
117,VII,IV
118,IV,I
119,I,ii
120,ii,VII
121,VII,IV
122,IV,I
123,I,ii
124,ii,VII
125,VII,IV
126,IV,I
127,I,ii
128,ii,VII
129,VII,IV
130,IV,I
131,I,ii
132,ii,VII
133,VII,IV
134,IV,I
135,I,ii
136,ii,VII
137,VII,IV
138,IV,I
139,I,ii
140,ii,VII
141,VII,IV
0,♭II,♭V
1,♭V,iv
2,iv,♭vii64
3,♭vii64,iv
4,iv,iv64
5,iv64,♭vii
6,♭vii,♭iii
7,♭iii,♭VI
8,♭VI,♭VI
9,♭VI,♭II
10,♭II,iv
11,iv,♭vii
12,♭vii,♭VI
13,♭VI,♭V
14,♭V,♭vii64
15,♭vii64,♭iii
16,♭iii,♭VI
17,♭VI,♭II
18,♭II,iv
19,iv,♭vii
20,♭vii,♭VI
21,♭VI,♭V
22,♭V,♭vii64
23,♭vii64,♭iii
24,♭iii,♭VI
25,♭VI,♭II
26,♭II,iv
27,iv,♭vii
28,♭vii,♭VI
29,♭VI,♭V
30,♭V,♭vii64
31,♭vii64,♭iii
32,♭iii,♭VI
33,♭VI,♭II
34,♭II,iv
35,iv,♭vii
36,♭vii,♭VI
37,♭VI,♭V
38,♭V,♭vii64
39,♭vii64,♭iii
40,♭iii,♭VI
41,♭VI,♭II
42,♭II,iv
43,iv,♭vii
44,♭vii,♭VI
45,♭VI,♭V
46,♭V,♭vii64
47,♭vii64,♭iii
48,♭iii,♭VI
49,♭VI,♭II
50,♭II,iv
51,iv,♭vii
52,♭vii,♭VI
53,♭VI,♭V
54,♭V,♭vii64
55,♭vii64,♭iii
56,♭iii,♭VI
57,♭VI,♭vii
58,♭vii,♭VI
59,♭VI,♭V
60,♭V,♭II
61,♭II,iv
62,iv,♭vii
63,♭vii,♭VI
64,♭VI,♭V
65,♭V,♭vii64
66,♭vii64,♭iii
67,♭iii,♭VI
68,♭VI,♭II
69,♭II,iv
70,iv,♭vii
71,♭vii,♭VI
72,♭VI,♭V
73,♭V,♭vii64
74,♭vii64,♭iii
75,♭iii,♭VI
76,♭VI,♭II
77,♭II,iv
78,iv,♭vii
79,♭vii,♭VI
80,♭VI,♭V
81,♭V,♭vii64
82,♭vii64,♭iii
83,♭iii,♭VI
84,♭VI,♭II
85,♭II,iv
86,iv,♭vii
87,♭vii,♭VI
88,♭VI,♭V
89,♭V,♭vii64
90,♭vii64,♭iii
91,♭iii,♭VI
92,♭VI,♭vii
93,♭vii,♭VI
94,♭VI,♭V
95,♭V,iv
96,iv,♭vii
97,♭vii,♭VI
98,♭VI,♭V
99,♭V,iv
100,iv,♭vii
101,♭vii,♭VI
102,♭VI,♭V
103,♭V,♭II
104,♭II,iv
105,iv,♭vii
106,♭vii,♭VI
107,♭VI,♭V
108,♭V,♭vii64
109,♭vii64,♭iii
110,♭iii,♭VI
111,♭VI,♭II
112,♭II,iv
113,iv,♭vii
114,♭vii,♭VI
115,♭VI,♭V
116,♭V,♭vii64
117,♭vii64,♭iii
118,♭iii,♭VI
0,I,V
1,V,II
2,II,vi
3,vi,I
4,I,V
5,V,II
6,II,I
7,I,V
8,V,II
9,II,I
10,I,V
11,V,II
12,II,I
13,I,V
14,V,II
15,II,vi
16,vi,I
17,I,V
18,V,II
19,II,vi
20,vi,I
21,I,V
22,V,II
23,II,I
24,I,VM7
25,VM7,I
26,I,V
27,V,II
28,II,I
29,I,VM7
30,VM7,I
31,I,V
32,V,II
33,II,I
34,I,VM7
35,VM7,I
36,I,V
37,V,II
38,II,I
39,I,VM7
40,VM7,I
41,I,iii
42,iii,V
43,V,II
44,II,I
45,I,V
46,V,II
47,II,vi
48,vi,I
49,I,V
50,V,II
51,II,I
52,I,V
53,V,II
54,II,vi
55,vi,I
56,I,V
57,V,II
58,II,I
59,I,V
60,V,II
61,II,vi
62,vi,I
63,I,V
64,V,II
65,II,I
66,I,V
67,V,II
68,II,vi
69,vi,I
70,I,V
71,V,II
72,II,I
73,I,V
74,V,II
75,II,vi
76,vi,I
77,I,V
78,V,II
79,II,vi
80,vi,I
81,I,V
82,V,II
83,II,I
84,I,VM7
85,VM7,I
86,I,V
87,V,II
88,II,I
89,I,VM7
90,VM7,I
91,I,V
92,V,II
93,II,I
94,I,VM7
95,VM7,I
96,I,V
97,V,II
98,II,I
99,I,VM7
100,VM7,I
101,I,iii
102,iii,V
103,V,II
104,II,I
105,I,V
106,V,II
107,II,vi
108,vi,I
109,I,V
110,V,II
0,I,vi7
1,vi7,V
2,V,IVM7
3,IVM7,I
4,I,vi7
5,vi7,V
6,V,IVM7
7,IVM7,I
8,I,vi7
9,vi7,V
10,V,IVM7
11,IVM7,I
12,I,vi7
13,vi7,V
14,V,IVM7
15,IVM7,I
16,I,vi7
17,vi7,V
18,V,IVM7
19,IVM7,I
20,I,vi7
21,vi7,V
22,V,IVM7
23,IVM7,I
24,I,vi7
25,vi7,V
26,V,IVM7
27,IVM7,I
28,I,vi7
29,vi7,V
30,V,IVM7
31,IVM7,I
32,I,vi7
33,vi7,V
34,V,IVM7
35,IVM7,I
36,I,vi7
37,vi7,V
38,V,IVM7
39,IVM7,I
40,I,vi7
41,vi7,V
42,V,IVM7
43,IVM7,I
0,I,VI
1,VI,♭VI
2,♭VI,I
3,I,♭III
4,♭III,IV
5,IV,♭VI
6,♭VI,I
7,I,♭III
8,♭III,IV
9,IV,♭VI
10,♭VI,I
11,I,♭III
12,♭III,IV
13,IV,♭VII
14,♭VII,I
15,I,♭III
16,♭III,IV
17,IV,♭VII
18,♭VII,I
19,I,I
20,I,V
21,V,I
22,I,V
23,V,I
24,I,V
25,V,I
26,I,V
27,V,I
28,I,V
29,V,I
30,I,V
31,V,I
32,I,V
33,V,I
34,I,V
35,V,I
36,I,VI
37,VI,♭VI
38,♭VI,I
39,I,♭III
40,♭III,IV
41,IV,♭VI
42,♭VI,I
43,I,♭III
44,♭III,IV
45,IV,♭VI
46,♭VI,I
47,I,♭III
48,♭III,IV
49,IV,♭VI
50,♭VI,I
51,I,♭III
52,♭III,IV
53,IV,♭VII
54,♭VII,I
55,I,V
56,V,I
57,I,V
58,V,I
59,I,V
60,V,I
61,I,V
62,V,I
63,I,V
64,V,I
65,I,V
66,V,I
67,I,V
68,V,I
69,I,V
0,i,IV
1,IV,VII
2,VII,III
3,III,VII6
4,VII6,i
5,i,IV
6,IV,VII
7,VII,III
8,III,VII6
9,VII6,i
10,i,IV
11,IV,v
12,v,III
13,III,VII
14,VII,IV6
15,IV6,v
16,v,III
17,III,VII
18,VII,IV6
19,IV6,v
20,v,III
21,III,VII
22,VII,IV6
23,IV6,v
24,v,III
25,III,VII
26,VII,IV6
27,IV6,v
28,v,III
29,III,i
30,i,IV
31,IV,VII
32,VII,III
33,III,VII6
34,VII6,i
35,i,IV
36,IV,VII
37,VII,III
38,III,VII6
39,VII6,i
40,i,IV
41,IV,v
42,v,III
43,III,VII
44,VII,IV6
45,IV6,v
46,v,III
47,III,VII
48,VII,IV6
49,IV6,v
50,v,III
51,III,VII
52,VII,IV6
53,IV6,v
54,v,III
55,III,VII
56,VII,IV6
57,IV6,v
58,v,III
59,III,ii
60,ii,VI
61,VI,ii
62,ii,VI
63,VI,i
64,i,IV
65,IV,i
66,i,IV
67,IV,VII
68,VII,III
69,III,VII6
70,VII6,i
71,i,IV
72,IV,VII
73,VII,III
74,III,VII6
75,VII6,i
76,i,IV
77,IV,v
78,v,III
79,III,VII
80,VII,IV6
81,IV6,v
82,v,III
83,III,VII
84,VII,IV6
85,IV6,v
86,v,III
87,III,VII
88,VII,IV6
89,IV6,v
90,v,III
91,III,VII
92,VII,IV6
93,IV6,v
94,v,III
95,III,VII
96,VII,IV6
97,IV6,v
98,v,III
99,III,VII
100,VII,IV6
101,IV6,v
102,v,III
103,III,VII
104,VII,IV6
105,IV6,v
106,v,III
107,III,VII
108,VII,IV6
109,IV6,v
110,v,III
0,IV,I
1,I,vi
2,vi,V
3,V,IV
4,IV,I
5,I,vi
6,vi,V
7,V,IV
8,IV,I
9,I,vi
10,vi,V
11,V,IV
12,IV,I
13,I,vi
14,vi,V
15,V,IV
16,IV,I
17,I,vi
18,vi,V
19,V,IV
20,IV,I
21,I,vi
22,vi,V
23,V,IV
24,IV,I
25,I,V
26,V,I
27,I,V
28,V,ii
29,ii,ii
30,ii,IV
31,IV,I
32,I,I
33,I,V
34,V,ii
35,ii,ii
36,ii,IV
37,IV,I
38,I,IV
39,IV,I
40,I,vi
41,vi,V
42,V,IV
43,IV,I
44,I,vi
45,vi,V
46,V,IV
47,IV,I
48,I,vi
49,vi,V
50,V,IV
51,IV,I
52,I,vi
53,vi,V
54,V,IV
55,IV,I
56,I,I
57,I,vi
58,vi,V
59,V,I
60,I,V
61,V,ii
62,ii,ii
63,ii,IV
64,IV,I
65,I,I
66,I,V
67,V,ii
68,ii,ii
69,ii,IV
70,IV,I
71,I,I
72,I,IV
73,IV,I
74,I,IV
75,IV,I
76,I,vi
77,vi,V
78,V,I
79,I,IV
80,IV,I
81,I,IV
82,IV,I
83,I,vi
84,vi,V
85,V,I
86,I,V
87,V,ii
88,ii,ii
89,ii,IV
90,IV,I
91,I,I
92,I,V
93,V,ii
94,ii,ii
95,ii,IV
96,IV,I
